dataset_name,oracle_param_oracle_name,oracle_param_number_of_epochs_for_training_feature_extractor,oracle_param_number_of_hidden_layers_for_classifier,oracle_param_number_of_neurons_in_layer_for_classifier,oracle_param_number_of_epochs_for_training_classifier,wtst_param_number_of_accepted_failed_attempts,wtst_param_epoch_unit,gan_param_number_of_generated_samples_perclass,maj_class_count,min_maj_rate,maj_f1,min_f1,stopping_epoch,fold
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.1,0.963855422,0.4,1800,4
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.1,0.962962963,0.571428571,3400,4
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.1,0.987341772,0.888888889,200,4
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.1,0.975609756,0.666666667,1200,4
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.1,0.963855422,0.4,1500,4
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.1,0.962962963,0.571428571,700,5
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.1,0.962962963,0.571428571,1900,5
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.1,0.975,0.75,1600,5
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.1,0.975,0.75,1100,5
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.1,0.987341772,0.888888889,1500,5
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.2,0.962962963,0.8,600,1
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.2,0.987341772,0.941176471,1900,1
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.2,0.962962963,0.8,400,1
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.2,0.987341772,0.941176471,1300,1
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.2,0.963855422,0.769230769,1500,1
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.2,0.941176471,0.545454545,300,2
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.2,0.975,0.875,1800,2
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.2,0.95,0.75,1000,2
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.2,0.947368421,0.8,3100,2
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.2,0.947368421,0.8,1500,2
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.2,0.952380952,0.666666667,2300,3
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.2,0.952380952,0.666666667,1000,3
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.2,0.952380952,0.666666667,1000,3
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.2,0.952380952,0.666666667,3000,3
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.2,0.952380952,0.666666667,1500,3
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.2,0.975609756,0.857142857,600,4
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.2,0.975,0.875,1400,4
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.2,0.975609756,0.857142857,500,4
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.2,1,1,200,4
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.2,0.962025316,0.823529412,1500,4
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.2,0.975,0.875,3600,5
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.2,0.951219512,0.714285714,1600,5
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.2,0.962962963,0.8,300,5
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.2,0.975,0.875,3600,5
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.2,0.962962963,0.8,1500,5
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.3,0.952380952,0.8,1800,1
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.3,0.952380952,0.8,1100,1
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.3,1,1,400,1
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.3,0.952380952,0.8,1500,1
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.3,0.963855422,0.857142857,1500,1
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.3,0.974358974,0.923076923,2300,2
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.3,0.974358974,0.923076923,1000,2
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.3,0.974358974,0.923076923,1000,2
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.3,0.974358974,0.923076923,2300,2
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.3,0.974358974,0.923076923,1500,2
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.3,0.987341772,0.96,500,3
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.3,0.987341772,0.96,2700,3
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.3,0.987341772,0.96,1300,3
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.3,0.987341772,0.96,500,3
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.3,0.987341772,0.96,1500,3
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.3,0.987654321,0.956521739,1900,4
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.3,1,1,2400,4
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.3,0.963855422,0.857142857,800,4
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.3,0.963855422,0.857142857,700,4
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.3,0.987654321,0.956521739,1500,4
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.3,0.923076923,0.769230769,300,5
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.3,0.941176471,0.736842105,1600,5
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.3,0.95,0.833333333,2000,5
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.3,0.952380952,0.8,2000,5
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.3,0.963855422,0.857142857,1500,5
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.4,0.975609756,0.933333333,1100,1
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.4,0.962962963,0.903225806,900,1
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.4,0.975609756,0.933333333,2300,1
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.4,0.987654321,0.967741935,200,1
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.4,0.975609756,0.933333333,1500,1
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.4,0.974358974,0.941176471,400,2
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.4,0.975,0.9375,1600,2
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.4,0.962025316,0.909090909,1100,2
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.4,0.975609756,0.933333333,1700,2
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.4,0.987654321,0.967741935,1500,2
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.4,0.936708861,0.848484848,200,3
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.4,0.915662651,0.75862069,1900,3
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.4,0.923076923,0.823529412,500,3
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.4,0.936708861,0.848484848,1400,3
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.4,0.935064935,0.857142857,1500,3
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.4,1,1,300,4
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.4,0.975609756,0.933333333,2400,4
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.4,1,1,1900,4
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.4,1,1,3400,4
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.4,1,1,1500,4
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.4,0.95,0.875,500,5
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.4,0.962962963,0.903225806,1100,5
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.4,0.95,0.875,3100,5
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.4,0.95,0.875,1700,5
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.4,0.95,0.875,1500,5
iscx_spam,cas,-1,2,20,20,15,100,500,500,0.1,0.979591837,0.833333333,2800,1
iscx_spam,fcn,-1,2,100,100,15,100,500,500,0.1,0.99009901,0.888888889,1400,1
iscx_spam,mis,-1,2,100,100,15,100,500,500,0.1,0.985221675,0.823529412,2400,1
iscx_spam,mfid,200,-1,-1,-1,15,100,500,500,0.1,0.98019802,0.777777778,2300,1
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,500,0.1,0.980392157,0.75,1500,1
iscx_spam,cas,-1,2,20,20,15,100,500,500,0.1,0.975369458,0.705882353,1800,2
iscx_spam,fcn,-1,2,100,100,15,100,500,500,0.1,0.975609756,0.666666667,2600,2
iscx_spam,mis,-1,2,100,100,15,100,500,500,0.1,0.975369458,0.705882353,2500,2
iscx_spam,mfid,200,-1,-1,-1,15,100,500,500,0.1,0.970588235,0.625,3000,2
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,500,0.1,0.985074627,0.842105263,1500,2
iscx_spam,cas,-1,2,20,20,15,100,500,500,0.1,0.99,0.9,1200,3
iscx_spam,fcn,-1,2,100,100,15,100,500,500,0.1,0.985074627,0.842105263,1900,3
iscx_spam,mis,-1,2,100,100,15,100,500,500,0.1,0.985074627,0.842105263,1100,3
iscx_spam,mfid,200,-1,-1,-1,15,100,500,500,0.1,0.98989899,0.909090909,7200,3
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,500,0.1,0.985074627,0.842105263,1500,3
iscx_spam,cas,-1,2,20,20,15,100,500,500,0.1,0.98989899,0.909090909,800,4
iscx_spam,fcn,-1,2,100,100,15,100,500,500,0.1,0.99,0.9,1700,4
iscx_spam,mis,-1,2,100,100,15,100,500,500,0.1,0.985074627,0.842105263,300,4
iscx_spam,mfid,200,-1,-1,-1,15,100,500,500,0.1,0.980392157,0.75,600,4
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,500,0.1,0.984924623,0.857142857,1500,4
iscx_spam,cas,-1,2,20,20,15,100,500,500,0.1,0.970588235,0.625,200,5
iscx_spam,fcn,-1,2,100,100,15,100,500,500,0.1,0.96,0.6,1400,5
iscx_spam,mis,-1,2,100,100,15,100,500,500,0.1,0.97029703,0.666666667,400,5
iscx_spam,mfid,200,-1,-1,-1,15,100,500,500,0.1,0.975609756,0.666666667,1100,5
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,500,0.1,0.975369458,0.705882353,1500,5
iscx_spam,cas,-1,2,20,20,15,100,500,500,0.2,0.979591837,0.909090909,300,1
iscx_spam,fcn,-1,2,100,100,15,100,500,500,0.2,0.975124378,0.871794872,600,1
iscx_spam,mis,-1,2,100,100,15,100,500,500,0.2,0.979591837,0.909090909,300,1
iscx_spam,mfid,200,-1,-1,-1,15,100,500,500,0.2,0.974874372,0.87804878,3100,1
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,500,0.2,0.959183673,0.818181818,1500,1
iscx_spam,cas,-1,2,20,20,15,100,500,500,0.2,0.984771574,0.930232558,3700,2
iscx_spam,fcn,-1,2,100,100,15,100,500,500,0.2,0.98019802,0.894736842,700,2
iscx_spam,mis,-1,2,100,100,15,100,500,500,0.2,0.98989899,0.952380952,700,2
iscx_spam,mfid,200,-1,-1,-1,15,100,500,500,0.2,0.995024876,0.974358974,3400,2
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,500,0.2,0.979591837,0.909090909,1500,2
iscx_spam,cas,-1,2,20,20,15,100,500,500,0.2,0.985074627,0.923076923,1500,3
iscx_spam,fcn,-1,2,100,100,15,100,500,500,0.2,0.985074627,0.923076923,800,3
iscx_spam,mis,-1,2,100,100,15,100,500,500,0.2,0.97979798,0.904761905,900,3
iscx_spam,mfid,200,-1,-1,-1,15,100,500,500,0.2,0.985074627,0.923076923,700,3
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,500,0.2,0.99009901,0.947368421,1500,3
iscx_spam,cas,-1,2,20,20,15,100,500,500,0.2,0.985074627,0.923076923,500,4
iscx_spam,fcn,-1,2,100,100,15,100,500,500,0.2,0.985074627,0.923076923,1600,4
iscx_spam,mis,-1,2,100,100,15,100,500,500,0.2,0.985074627,0.923076923,3200,4
iscx_spam,mfid,200,-1,-1,-1,15,100,500,500,0.2,0.975369458,0.864864865,2500,4
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,500,0.2,0.99,0.95,1500,4
iscx_spam,cas,-1,2,20,20,15,100,500,500,0.2,0.98,0.9,1900,5
iscx_spam,fcn,-1,2,100,100,15,100,500,500,0.2,0.98019802,0.894736842,900,5
iscx_spam,mis,-1,2,100,100,15,100,500,500,0.2,0.979591837,0.909090909,1300,5
iscx_spam,mfid,200,-1,-1,-1,15,100,500,500,0.2,0.984924623,0.926829268,200,5
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,500,0.2,0.98,0.9,1500,5
iscx_spam,cas,-1,2,20,20,15,100,500,500,0.3,0.97029703,0.896551724,400,1
iscx_spam,fcn,-1,2,100,100,15,100,500,500,0.3,0.97029703,0.896551724,800,1
iscx_spam,mis,-1,2,100,100,15,100,500,500,0.3,0.96,0.866666667,300,1
iscx_spam,mfid,200,-1,-1,-1,15,100,500,500,0.3,0.969072165,0.909090909,300,1
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,500,0.3,0.97029703,0.896551724,1500,1
iscx_spam,cas,-1,2,20,20,15,100,500,500,0.3,0.955223881,0.847457627,1300,2
iscx_spam,fcn,-1,2,100,100,15,100,500,500,0.3,0.96969697,0.903225806,1500,2
iscx_spam,mis,-1,2,100,100,15,100,500,500,0.3,0.964824121,0.885245902,500,2
iscx_spam,mfid,200,-1,-1,-1,15,100,500,500,0.3,0.969387755,0.90625,1100,2
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,500,0.3,0.975369458,0.912280702,1500,2
iscx_spam,cas,-1,2,20,20,15,100,500,500,0.3,0.98019802,0.931034483,1800,3
iscx_spam,fcn,-1,2,100,100,15,100,500,500,0.3,0.975124378,0.915254237,1000,3
iscx_spam,mis,-1,2,100,100,15,100,500,500,0.3,0.98019802,0.931034483,1900,3
iscx_spam,mfid,200,-1,-1,-1,15,100,500,500,0.3,0.98019802,0.931034483,3500,3
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,500,0.3,0.98019802,0.931034483,1500,3
iscx_spam,cas,-1,2,20,20,15,100,500,500,0.3,0.974874372,0.918032787,800,4
iscx_spam,fcn,-1,2,100,100,15,100,500,500,0.3,0.984924623,0.950819672,1600,4
iscx_spam,mis,-1,2,100,100,15,100,500,500,0.3,0.99,0.966666667,2800,4
iscx_spam,mfid,200,-1,-1,-1,15,100,500,500,0.3,0.975124378,0.915254237,600,4
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,500,0.3,0.99,0.966666667,1500,4
iscx_spam,cas,-1,2,20,20,15,100,500,500,0.3,0.979591837,0.9375,300,5
iscx_spam,fcn,-1,2,100,100,15,100,500,500,0.3,0.984771574,0.952380952,700,5
iscx_spam,mis,-1,2,100,100,15,100,500,500,0.3,0.974358974,0.923076923,900,5
iscx_spam,mfid,200,-1,-1,-1,15,100,500,500,0.3,0.974358974,0.923076923,2900,5
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,500,0.3,0.98,0.933333333,1500,5
iscx_spam,cas,-1,2,20,20,15,100,500,500,0.4,0.974358974,0.941176471,3900,1
